各种	这个商店有各种各样的衣服。	This store has all kinds of clothes.	他擅长各种不同的运动。	He is good at various sports.	这个展览展示了各种不同的艺术作品。	This exhibition showcases various art pieces.
借口	他找了一个借口不去参加聚会。	He found an excuse not to attend the gathering.	不要再找借口逃避责任了。	Stop making excuses to avoid responsibility.	她总是能找到借口迟到。	She always manages to find an excuse for being late.
繁殖	这种动物在这个地区繁殖得很快。	This kind of animal reproduces very quickly in this area.	这些植物在适宜的环境下会迅速繁殖。	These plants will propagate rapidly in a suitable environment.	这个鱼类在这个湖里繁殖得很好。	This type of fish breeds very well in this lake.
取	请取一张纸。	Please take a piece of paper.	他取了一瓶水。	He got a bottle of water.	你可以取任何你喜欢的书。	You can choose any book you like.
遇到	我昨天在超市遇到了我的老师。	I met my teacher at the supermarket yesterday.	他在路上遇到了一个老朋友。	He ran into an old friend on the street.	我们在这个项目中遇到了一些问题。	We encountered some problems in this project.
汽车	我昨天买了一辆新汽车。	I bought a new car yesterday.	这个城市的公共汽车很方便。	The city's buses are very convenient.	他的汽车在雨中被淋湿了。	His car got wet in the rain.
注意	请注意，这个地方很滑。	Please be careful, this place is slippery.	他没有注意到时间已经这么晚了。	He didn't notice that it was already so late.	在学习中要注意细节。	Pay attention to details in your studies.
联合	这两个公司联合起来成为了一个更大的实体。	These two companies joined together to become a larger entity.	我们需要联合起来解决这个问题。	We need to unite to solve this problem.	这个联合国家的军队非常强大。	The military of this allied nation is very powerful.
现代	现代科技给我们的生活带来了很多便利。	Modern technology has brought us a lot of convenience in our lives.	现代社会的竞争非常激烈。	The competition in modern society is very fierce.	现代艺术有很多不同的形式。	Modern art has many different forms.
苗条	她非常苗条，走起路来很优雅。	She is very slim and walks gracefully.	这位模特的身材非常苗条。	This model has a very slender figure.	她一直保持着苗条的身材。	She has always maintained a slim figure.
年龄	他的年龄比我大十岁。	His age is ten years older than mine.	这个游戏适合所有年龄段的人。	This game is suitable for people of all ages.	年龄不是问题，能力才是最重要的。	Age is not the issue, ability is the most important.
目标	我的目标是成为一名优秀的音乐家。	My goal is to become an excellent musician.	我们需要设立明确的目标。	We need to set clear objectives.	他们已经实现了他们的目标。	They have achieved their target.
货	这家商店有很多不同种类的货。	This store has many different types of goods.	他们正在运输大量的货物。	They are transporting a large amount of goods.	这笔交易涉及大量的货币。	This transaction involves a large amount of money.
活力	她的活力感染了周围的人。	Her energy infected the people around her.	这个城市充满了年轻人的活力。	This city is full of the vitality of young people.	锻炼可以增加身体的活力。	Exercise can increase the body's vitality.
确实	这个消息确实令人震惊。	This news is indeed shocking.	他确实是一个可靠的人。	He is indeed a reliable person.	这个问题确实需要我们的关注。	This issue really needs our attention.
枪	他拿着一把枪。	He is holding a gun.	这个国家禁止私人持有枪支。	This country prohibits private ownership of firearms.	他是一名优秀的枪手。	He is an excellent marksman.
商量	我们需要商量一下这个计划。	We need to discuss this plan.	他们正在商量明天的行程。	They are discussing tomorrow's schedule.	我们可以坐下来商量一下。	We can sit down and talk it over.
奖励	老师经常奖励学生们。	Teachers often reward students.	他得到了一份丰厚的奖励。	He received a generous reward.	这个项目的成功将会得到奖励。	The success of this project will be rewarded.
能够	只有努力学习，你才能够成功。	Only by studying hard can you succeed.	他能够胜任这项工作。	He is capable of handling this job.	我们能够克服困难。	We can overcome difficulties.
监督	这个项目需要有人来监督。	This project needs someone to supervise it.	他负责监督整个生产过程。	He is responsible for supervising the entire production process.	这个部门的主要任务是监督公司的运作。	The main task of this department is to supervise the operation of the company.
宽	这条裙子很宽。	This skirt is very wide.	他对学生们很宽容。	He is very lenient with the students.	她的笑容很宽松。	Her smile is very relaxed.
来信	我昨天收到了一封来信。	I received an incoming letter yesterday.	请尽快来信告诉我们你的决定。	Please send us a letter soon to let us know your decision.	他们公司每天都会收到很多来信。	Their company receives many letters every day.
斜	她斜靠在墙上。	She leans against the wall at an angle.	太阳斜照在窗户上。	The sun shines slantingly through the window.	他斜着眼看着我。	He looks at me with a sidelong glance.
体育馆	我们学校的体育馆很大。	Our school's gymnasium is very big.	今天晚上有一场篮球比赛在体育馆举行。	There is a basketball game in the stadium tonight.	体育馆里有很多人在锻炼。	There are many people exercising in the gym.
宣布	总统将在明天的演讲中宣布新政策。	The president will announce new policies in tomorrow's speech.	公司宣布了一项新的合作计划。	The company declared a new cooperation plan.	他宣布了他的决定。	He proclaimed his decision.
另	我有另一个想法。	I have another idea.	请把这些文件放到另一个文件夹里。	Please put these documents in a separate folder.	他另一只手拿着一本书。	He holds a book in his other hand.
强大	这个国家的军队非常强大。	The military of this country is very powerful.	他展示了强大的领导能力。	He demonstrated formidable leadership skills.	这个组织变得越来越强大。	The organization is becoming stronger and stronger.
风土人情	我很喜欢去了解各地的风土人情。	I really like to understand the local conditions and customs of different places.	这部电影很好地展现了当地的风土人情。	This movie vividly portrays the local conditions and customs.	她对这个地方的风土人情很感兴趣。	She is very interested in the local conditions and customs of this place.
丰满	她的身材非常丰满。	Her figure is very ample.	这个水果很丰满，看起来很新鲜。	This fruit is very well developed and looks very fresh.	她的脸上露出了丰满的笑容。	She had a fully rounded smile on her face.
晕	他在旋转木马上玩得太多，现在感到有点晕。	He played too much on the merry-go-round and now feels a little dizzy.	太阳周围有一个明亮的晕。	There is a bright halo around the sun.	月亮上有一个晕。	There is a ring around the moon.
再三	他再三强调这个观点。	He reiterated this point over and over again.	她再三道歉，希望得到原谅。	She apologized again and again, hoping to be forgiven.	老师再三叮嘱我们要注意安全。	The teacher repeatedly reminded us to pay attention to safety.
母女	她和母女俩一起出门了。	She went out with the mother and daughter.	这是一部关于母女关系的电影。	This is a movie about the mother-daughter relationship.	母女俩的关系非常亲密。	The relationship between the mother and daughter is very close.
内衣	她买了一套新的内衣。	She bought a new set of underwear.	内衣的选择对健康很重要。	The choice of underwear is very important for health.	这家店有各种款式的内衣。	This store has a variety of styles of undergarments.
色	她喜欢穿亮色的衣服。	She likes to wear brightly colored clothes.	这个画家擅长运用各种色彩。	This painter is good at using various colors.	他的脸色看起来不太好。	His complexion doesn't look very good.
星星	晚上的星星特别美。	The stars at night are especially beautiful.	她喜欢在夜晚仰望星星。	She likes to look up at the stars at night.	星星点点的灯光照亮了整个城市。	The scattered lights illuminated the entire city.
总共	这些书总共有多少页？	How many pages are there in total for these books?	我们总共有十个人参加了这次活动。	In total, we had ten people participate in this event.	这个项目总共需要多少资金？	How much funding is needed altogether for this project?
坡	他们在山坡上建了一座小屋。	They built a small house on the hillside.	小心，这个坡很陡。	Be careful, this slope is very steep.	他们沿着坡上的小路慢慢地走着。	They walked slowly along the path on the slope.
前来	欢迎各位前来参加我们的活动。	Welcome everyone to come and participate in our event.	他是从外地前来的。	He came from out of town.	请你们前来领取奖品。	Please come forward to receive the prize.
率先	他率先提出了解决方案。	He took the lead in proposing a solution.	这个国家率先实现了全面的电子支付。	This country took the lead in achieving comprehensive electronic payments.	他率先做出了积极的反应。	He took the lead in making a positive response.
书法	他的书法非常漂亮。	His calligraphy is very beautiful.	她在书法方面有很高的造诣。	She has a high level of accomplishment in calligraphy.	这幅字的书法很有特点。	The calligraphy of this character is very distinctive.
毫无	他毫无信心地接受了失败。	He accepted the failure without any confidence.	这个计划毫无意义。	This plan is completely meaningless.	她对这个决定毫无疑问。	She has no doubt about this decision.
想象	孩子们总是有丰富的想象力。	Children always have rich imagination.	她能够想象出未来的生活。	She can envision the future life.	他的作品充满了想象力。	His works are full of imagination.
无疑	这次比赛的胜利无疑属于他们。	The victory of this competition undoubtedly belongs to them.	这部电影无疑是今年的佳作。	Undoubtedly, this movie is the masterpiece of the year.	他的贡献无疑是不可忽视的。	His contribution is undoubtedly significant.
游	他喜欢在公园里散步游玩。	He likes to walk and play in the park.	我们计划明年去欧洲旅游。	We plan to travel to Europe next year.	他喜欢在城市里漫游。	He likes to roam around the city.
预计	根据天气预报，明天会下雨。	According to the weather forecast, it will rain tomorrow.	专家预计今年的经济增长率会下降。	Experts predict that the economic growth rate will decrease this year.	我们预计会在下个月完成这个项目。	We estimate that we will complete this project next month.
笑脸	她的笑脸让人感到温暖。	Her smiling face makes people feel warm.	他画了一个笑脸在白板上。	He drew a smiley face on the whiteboard.	孩子们看到了老师的笑脸，感到很开心。	The children felt very happy when they saw the teacher's smiling face.
笑容	她对每个人都展现出了甜美的笑容。	She showed a sweet smile to everyone.	他的笑容让人感到放松。	His smile makes people feel relaxed.	她的笑容让整个房间都明亮起来。	Her smile brightened up the whole room.
用户	这个软件的用户数量正在不断增加。	The number of users of this software is increasing.	我们需要更多的用户反馈来改进产品。	We need more user feedback to improve the product.	这个网站的用户体验很好。	The user experience of this website is very good.
优先	安全问题应该优先考虑。	Safety issues should be given priority.	老年人和孩子应该优先上车。	Elderly people and children should board first.	这个项目的进度优先于其他项目。	The progress of this project takes precedence over others.
循环	这个水泵能够循环使用水资源。	This water pump can recycle water resources.	这个故事一直在社交媒体上循环传播。	This story has been circulating on social media.	这个程序会一直循环执行直到条件满足。	This program will keep looping until the condition is met.
昆虫	昆虫是生态系统中的重要组成部分。	Insects are an important part of the ecosystem.	孩子们在草地上捉昆虫。	The children catch insects on the grass.	昆虫的种类非常多。	There are many different types of insects.
研发	这家公司一直在研发新产品。	This company has been developing new products.	他们正在研发一种新药。	They are researching and developing a new medicine.	研发需要大量的资金支持。	Research and development requires a lot of financial support.
战争	战争给人们带来了巨大的痛苦。	War brings great suffering to people.	这个国家已经经历了多次战争。	This country has experienced many wars.	战争是人类社会的悲剧。	War is the tragedy of human society.
重大	这是一个重大的决定。	This is a major decision.	这个发现对科学界来说非常重大。	This discovery is very significant for the scientific community.	他在公司中扮演着重大的角色。	He plays a significant role in the company.
魅力	她的魅力吸引了很多人。	Her charm has attracted many people.	这个城市有着独特的魅力。	This city has a unique charm.	他的演讲充满了魅力。	His speech is full of charisma.
艺术家	他是一位杰出的艺术家。	He is an outstanding artist.	这个画廊展示了很多艺术家的作品。	This gallery showcases the works of many artists.	她梦想成为一名成功的艺术家。	She dreams of becoming a successful artist.
支配	这个国家的政府支配着所有资源。	The government of this country controls all the resources.	他试图支配整个局面。	He is trying to dominate the whole situation.	公司需要合理支配资金。	The company needs to allocate funds reasonably.
支撑	这些柱子支撑着整个屋顶。	These pillars support the entire roof.	他的家人一直支撑着他。	His family has always supported him.	这个桥梁需要更多的支撑。	This bridge needs more support.
可恶	这种行为真是太可恶了！	This behavior is really despicable!	他对那个人的行为感到可恶。	He finds that person's behavior hateful.	这个罪犯做了太多可恶的事情。	This criminal has done too many abominable things.
枯燥	这本书很枯燥，我读不下去了。	This book is very dry and dull, I can't continue reading it.	这个讲座内容很枯燥。	The content of this lecture is very uninteresting.	他的演讲让人感到枯燥无味。	His speech is tedious and uninteresting.
雾	今天的早晨有很大的雾。	This morning has a lot of fog.	他们在雾中迷路了。	They got lost in the fog.	雾笼罩着整个城市。	The fog envelops the entire city.
明智	在这个问题上，你应该做出明智的选择。	You should make a wise choice on this issue.	她的建议总是很明智。	Her advice is always very sensible.	明智的决定往往能避免很多麻烦。	Wise decisions often avoid a lot of trouble.
沐浴	她喜欢在花瓣中沐浴。	She likes to bathe in flower petals.	他每天晚上都会沐浴。	He bathes every night.	沐浴后，她感到非常放松。	After bathing, she feels very relaxed.
派别	这个政党内部有很多派别。	There are many factions within this political party.	他加入了一个新的派别。	He joined a new faction.	这个派别的观点得到了很多人的支持。	The views of this faction have gained support from many people.
谈恋爱	他们已经开始谈恋爱了。	They have started dating.	她很享受谈恋爱的过程。	She enjoys the process of dating.	谈恋爱需要付出很多努力。	Dating requires a lot of effort.
不要脸	他做了一件很不要脸的事情。	He did a very shameless thing.	她的行为真的太不要脸了。	Her behavior is really shameless.	他的不要脸让人感到厌恶。	His shamelessness disgusts people.
生育	她生育了两个健康的孩子。	She gave birth to two healthy children.	这个地区的生育率很高。	The fertility rate in this area is very high.	生育是每个女性的天性。	Bearing children is the nature of every woman.
示意	他示意我不要说话。	He hinted to me not to speak.	她示意我跟着她走。	She indicated for me to follow her.	老师示意我们开始考试。	The teacher indicated for us to start the exam.
事态	这个事态变得越来越复杂。	The situation is becoming more and more complicated.	他们对这个事态感到非常担忧。	They are very worried about the situation.	事态的发展让人感到意外。	The development of the situation is unexpected.
天生	她天生就是一个优秀的演员。	She is naturally an excellent actress.	他的天生乐观让人感到羡慕。	His innate optimism is enviable.	这种技能并非每个人天生就具备的。	Not everyone is naturally endowed with this skill.
香料	这道菜需要加一些香料。	This dish needs some spices.	她喜欢用各种香料烹饪。	She likes to cook with various spices.	这种香料有很浓郁的香味。	This kind of spice has a strong aroma.
无忧无虑	他们在海滩上度过了一个无忧无虑的假期。	They had a carefree holiday on the beach.	小时候的生活是无忧无虑的。	Childhood life is carefree.	她的笑容总是那么无忧无虑。	Her smile is always so carefree.
潇洒	他走路的样子很潇洒。	He walks in a confident and at ease manner.	她的举止很潇洒。	Her manner is very free and easy.	他的表演很潇洒自如。	His performance is very confident and at ease.
雄厚	这家公司有雄厚的资金支持。	This company has substantial financial support.	这个国家的文化底蕴雄厚。	This country has a rich cultural heritage.	他的知识储备雄厚。	He has an abundant knowledge reserve.
婴儿	这个医院有专门的婴儿病房。	This hospital has a special ward for infants.	她的婴儿很可爱。	Her baby is very cute.	婴儿需要特别的护理。	Infants need special care.
诈骗	他被人诈骗了一大笔钱。	He was defrauded of a large sum of money.	这是一起诈骗案。	This is a case of fraud.	他因诈骗被判了刑。	He was sentenced for fraud.
钻研	他一直在钻研这个课题。	He has been delving into this topic.	她对这个问题进行了深入的钻研。	She has conducted in-depth research on this issue.	他的钻研精神令人钦佩。	His spirit of meticulous study is admirable.
按时	请务必按时完成作业。	Please make sure to finish the homework on time.	他总是能按时到达。	He always arrives on time.	按时交付是我们的承诺。	To deliver on time is our commitment.
爱戴	他深受同事们的爱戴。	He is deeply loved and respected by his colleagues.	她的善良赢得了大家的爱戴。	Her kindness has won everyone's love and respect.	他的品德值得人们的爱戴。	His character deserves people's love and respect.
暗示	她暗示着需要一些帮助。	She hinted that she needed some help.	老板的话中暗示了一些变化。	The boss's words hinted at some changes.	他的眼神中暗示了不满。	His eyes hinted at dissatisfaction.
报刊	我每天都会阅读报刊。	I read newspapers and periodicals every day.	这家公司出版了很多报刊。	This company has published many newspapers and periodicals.	报刊是获取信息的重要途径之一。	Newspapers and periodicals are one of the important ways to get information.
参加	我想参加这个活动。	I want to participate in this activity.	他决定参加比赛。	He decided to take part in the competition.	我们邀请你参加我们的团队。	We invite you to join our team.
编辑	她是一名杂志编辑。	She is a magazine editor.	这本书是由多位编辑合作完成的。	This book was compiled by multiple editors.	编辑这篇文章花了很多时间。	Editing this article took a lot of time.
财产	他们家的财产很丰富。	Their family has abundant assets.	这个国家的财产分配不均。	The distribution of property in this country is uneven.	保护财产是每个人的责任。	Protecting property is everyone's responsibility.
不满	他对这个决定感到不满。	He is dissatisfied with this decision.	她的不满情绪影响了整个团队。	Her resentment affected the whole team.	他的不满情绪让人感到担忧。	His discontented mood is worrisome.
出差	他这个月要出差两次。	He has to go on two business trips this month.	出差期间，他会处理一些业务。	During the business trip, he will handle some business.	公司要求经理经常出差。	The company requires the manager to go on business trips frequently.
很迷	这个电影的结局很迷。	The ending of this movie is very strange.	他的行为让人觉得很迷。	His behavior makes people feel very weird.	这个问题的答案很迷。	The answer to this question is very baffling.
动物	我们家养了很多动物。	We have many animals at home.	动物园里有很多不同种类的动物。	There are many different kinds of animals in the zoo.	动物对人类的生活有很大影响。	Animals have a great impact on human life.
保障	公司会保障员工的权益。	The company will ensure the rights of the employees.	这项政策保障了老年人的生活。	This policy guarantees the lives of the elderly.	保障安全是我们的首要任务。	Safeguarding security is our top priority.
抽象	这个概念太抽象了，我理解不了。	This concept is too abstract, I can't understand it.	她的画总是充满了抽象的元素。	Her paintings are always full of abstract elements.	这个问题需要从抽象到具体来分析。	This problem needs to be analyzed from abstract to concrete.
布满	桌子上布满了灰尘。	The table is covered with dust.	大地布满了白雪。	The ground is covered with white snow.	她的脸上布满了笑容。	Her face is filled with smiles.
电视	我喜欢在电视上看电影。	I like to watch movies on TV.	他正在看电视剧。	He is watching a TV series.	这个节目是电视上的。	This program is on television.
希望	我希望你能实现你的梦想。	I hope you can fulfill your dreams.	她对未来充满了希望。	She is full of hope for the future.	我们都希望这个问题能得到解决。	We all hope this issue can be resolved.
场面	这个电影的场面很壮观。	The scene in this movie is very spectacular.	他在婚礼上的场面很感人。	His performance at the wedding was very touching.	这个场面让人印象深刻。	This scene is very impressive.
大衣	他穿着一件黑色的大衣。	He is wearing a black overcoat.	她的大衣很时尚。	Her coat is very fashionable.	这件大衣很暖和。	This overcoat is very warm.
成本	公司需要控制成本。	The company needs to control costs.	这个产品的成本很高。	The cost of this product is very high.	成本是我们考虑的重要因素之一。	Cost is one of the important factors we consider.
法律	他是一名法律专家。	He is a legal expert.	我们都要遵守法律。	We all need to abide by the law.	法律是社会的基石。	Law is the cornerstone of society.
玩	他喜欢玩电脑游戏。	He likes to play computer games.	孩子们在花园里玩得很开心。	The children are playing happily in the garden.	我们一起玩吧！	Let's play together!
干什么	你干什么呢？	What are you doing?	他在干什么？	What's he up to?	你们在干什么？	What are you guys doing?
见面	我们下午三点见面。	Let's meet at 3 o'clock in the afternoon.	他们上个月见面了。	They met last month.	我们很久没有见面了。	It's been a long time since we last met.
复印	我需要复印这份文件。	I need to photocopy this document.	他复印了一份合同。	He duplicated a contract.	这台复印机坏了。	This photocopier is broken.
处在	我们现在处在一个关键时刻。	We are now at a critical moment.	他处在困难之中。	He finds himself in difficulty.	公司处在发展阶段。	The company is situated at a stage of development.
带动	这个项目带动了整个行业的发展。	This project has driven the development of the entire industry.	他的成功带动了团队的士气。	His success spurred the team's morale.	这个政策带动了经济的增长。	This policy has provided impetus for economic growth.
懂得	她懂得如何处理这个问题。	She knows how to handle this issue.	你懂得我的意思吗？	Do you understand what I mean?	他懂得如何与客户沟通。	He knows how to communicate with clients.
面包	我喜欢吃新鲜的面包。	I like to eat fresh bread.	她买了一袋面包。	She bought a bag of bread.	这块面包很好吃。	This piece of bread is delicious.
当代	当代年轻人面临着很多挑战。	Young people in the contemporary era face many challenges.	这是一部当代经典小说。	This is a contemporary classic novel.	当代艺术展吸引了很多观众。	The contemporary art exhibition attracted many visitors.
打官司	他们决定打官司。	They decided to file a lawsuit.	如果不能达成协议，我们只能打官司了。	If we can't reach an agreement, we can only sue.	他们因为合同问题打了官司。	They filed a lawsuit because of contract issues.
舱	我在飞机舱里找到了我的钱包。	I found my wallet in the airplane cabin.	这艘船有多少个舱？	How many cabins does this ship have?	飞机舱内的温度很舒适。	The temperature in the airplane cabin is very comfortable.
低头	他低头认错了。	He bowed his head and admitted his mistake.	在这个问题上，我不会低头的。	I won't yield on this issue.	他不愿意低头向任何人。	He is unwilling to bow his head to anyone.
机器	这台机器需要维修。	This machine needs to be repaired.	他在工厂里修理机器。	He repairs machines in the factory.	这个机器的工作效率很高。	This machine has a high working efficiency.
豆制品	我喜欢吃各种豆制品，比如豆腐和豆浆。	I like to eat all kinds of legume-based products, such as tofu and soy milk.	这家店专门卖豆制品。	This shop specializes in selling soybean products.	豆制品对健康很有益处。	Legume-based products are very beneficial to health.
郊区	他们搬到了城市的郊区。	They moved to the suburbs of the city.	郊区的环境比市区好。	The environment in the suburbs is better than in the city.	郊区的生活节奏比较慢。	The pace of life in the suburbs is relatively slow.
馋	他很馋，看到美食就忍不住想吃。	He is very greedy and can't help but want to eat when he sees delicious food.	她对巧克力很馋。	She has a craving for chocolate.	小狗闻到肉的香味，显得很馋。	The puppy seemed very greedy when it smelled the scent of meat.
黄	这件衣服是黄色的。	This piece of clothing is yellow.	他因为在公共场合发表黄段子而被批评。	He was criticized for telling dirty jokes in public.	这个计划黄了。	This plan fell through.
干预	政府不应该干预市场。	The government should not intervene in the market.	他们之间的问题不需要你来干预。	Their problem does not need your meddling.	医生必须干预这个病人的病情。	The doctor must intervene in the patient's condition.
音乐	她在学校学习音乐。	She studies music at school.	这个城市有很多音乐活动。	This city has many music events.	音乐是一种国际语言。	Music is an international language.
劳动	他的劳动得到了认可。	His work has been recognized.	我们应该尊重一切劳动。	We should respect all labor.	劳动是创造财富的源泉。	Labor is the source of wealth creation.
公认	这个观点是公认的事实。	This view is a publicly known fact.	他是公认的专家。	He is an accepted expert.	这个成就是公认的。	This achievement is publicly recognized.
干涉	请不要干涉我的私人生活。	Please do not interfere in my personal life.	他不喜欢别人干涉他的工作。	He doesn't like others meddling in his work.	这种行为是对别人权益的干涉。	This behavior is an interference with the rights of others.
流传	这个故事已经流传了很多年。	This story has been circulating for many years.	这首歌曲流传甚广。	This song has spread widely.	这个传统已经流传了好几代人。	This tradition has been handed down for several generations.
处置	他们需要处置这个问题。	They need to handle this issue.	政府正在处置这个环境问题。	The government is dealing with this environmental issue.	公司决定如何处置这个员工。	The company decided how to deal with this employee.
行业	他在IT行业工作。	He works in the IT industry.	这个行业的竞争非常激烈。	The competition in this industry is very fierce.	她选择了一个有前途的行业。	She chose a promising profession.
綠	他綠了她一次。	He cheated on her once.	她发现丈夫綠了她。	She found out her husband cheated on her.	他因为綠妻子而感到内疚。	He feels guilty for cheating on his wife.
平常	我平常都是坐公交上班。	I usually take the bus to work.	他平常不怎么说话。	He doesn't talk much usually.	这个地方平常很安静。	This place is usually very quiet.
海底	潜水员在海底发现了一艘沉船。	Divers found a sunken ship on the seabed.	海底的生物种类非常丰富。	There is a wide variety of marine life on the seafloor.	我们还没有完全了解海底的奥秘。	We have not fully understood the mysteries of the ocean floor yet.
强调	老师强调了考试的重要性。	The teacher emphasized the importance of the exam.	他强调每个人都有责任保护环境。	He stressed that everyone has a responsibility to protect the environment.	公司领导强调了团队合作的重要性。	The company leader emphasized the importance of teamwork.
剪子	她用剪子剪了一段布。	She cut a piece of fabric with scissors.	他把头发剪短了。	He cut his hair short.	这把剪子很锋利。	These scissors are very sharp.
随着	随着年龄的增长，她变得更加成熟。	Along with age, she becomes more mature.	随着科技的发展，生活变得更加便利。	In the wake of technological development, life becomes more convenient.	随着时间的推移，他的观点发生了变化。	Following the passage of time, his views have changed.
生长	这种植物在温暖的气候中生长得很好。	This plant grows well in warm climates.	他在一个良好的环境中生长。	He grew up in a good environment.	这个城市的发展与生长是迅速的。	The development and growth of this city are rapid.
举动	他的举动让大家感到惊讶。	His actions surprised everyone.	她的举动表明她对这个项目很重视。	Her actions indicate that she values this project.	政府对这个问题的举动受到了广泛关注。	The government's actions on this issue have received widespread attention.
开幕	明天将举行音乐会的开幕式。	The opening ceremony of the concert will be held tomorrow.	这个展览的开幕式很隆重。	The opening ceremony of this exhibition is very grand.	他将会开幕这次会议。	He will inaugurate this conference.
骑车	我喜欢在公园里骑车。	I like to ride a bike in the park.	他每天骑车上班。	He rides a bike to work every day.	她学会了如何骑车。	She learned how to ride a bike.
鉴定	这幅画需要专家来鉴定。	This painting needs an expert to appraise it.	警方正在鉴定案件的真实性。	The police are evaluating the authenticity of the case.	他被邀请去鉴定珠宝的价值。	He was invited to appraise the value of the jewelry.
库	这家公司有一个很大的仓库。	This company has a very large warehouse.	图书馆是知识的库。	The library is a storehouse of knowledge.	他在这个库里找到了他需要的文件。	He found the document he needed in this file library.
体贴	她很体贴，总是为别人着想。	She is very considerate and always thinks of others.	他的体贴让她感到很温暖。	His consideration makes her feel very warm.	体贴是维系友谊的重要因素之一。	Consideration is one of the important factors in maintaining friendship.
知识	她有很丰富的知识。	She has a wealth of knowledge.	知识是通往成功的钥匙。	Knowledge is the key to success.	他在知识方面很有造诣。	He is very knowledgeable.
叶子	树叶子在风中摇曳。	The leaves of the tree sway in the wind.	她在花园里捡了一片叶子。	She picked up a leaf in the garden.	他们在树林里发现了一片奇怪的叶子。	They found a strange leaf in the woods.
小气	他很小气，从不肯帮助别人。	He is very stingy and never willing to help others.	她的小气让朋友们感到很失望。	Her pettiness disappoints her friends.	小气的人很难得到别人的尊重。	Stingy people find it hard to gain respect from others.
友谊	他们之间的友谊经得起时间的考验。	Their friendship withstands the test of time.	友谊是人生中最宝贵的财富之一。	Friendship is one of the most precious treasures in life.	友谊的力量是无穷的。	The power of friendship is infinite.
小腿	他摔伤了小腿，需要休息一段时间。	He injured his lower leg and needs to rest for a while.	她的小腿肌肉很结实。	Her calf muscles are very strong.	小腿是人体的重要部位之一。	The lower leg is an important part of the human body.
风味	这道菜有着独特的风味。	This dish has a unique flavor.	这家餐厅的风味很地道。	This restaurant has a very authentic style.	这种茶有着浓厚的风味。	This tea has a strong flavor.
重视	我们应该重视环境保护。	We should value environmental protection.	老师重视学生的每一个进步。	The teacher values every progress of the students.	公司重视员工的健康。	The company attaches importance to the health of its employees.
著名	这座城市以著名的古迹而闻名。	This city is famous for its historical sites.	他是一位著名的作家。	He is a well-known writer.	这个景点是当地著名的旅游胜地。	This attraction is a famous tourist destination in the area.
洗衣机	我需要买一台新的洗衣机。	I need to buy a new washing machine.	这台洗衣机已经坏了。	This washing machine is broken.	她正在用洗衣机洗衣服。	She is using the washing machine to do the laundry.
腐朽	这栋建筑已经腐朽了很久。	This building has been rotten for a long time.	这个政权已经腐朽不堪。	This regime has become decadent.	这个社会道德已经腐朽。	The morality of this society has decayed.
情形	请告诉我发生的情形。	Please tell me the circumstances of what happened.	在这种情形下，我们需要冷静处理。	In this situation, we need to handle it calmly.	他们正在调查案件的情形。	They are investigating the situation of the case.
夜里	夜里的风景很美。	The scenery at night is beautiful.	他常常在夜里工作。	He often works at night.	夜里的气温会下降。	The temperature drops at night.
市区	我住在市区。	I live in the downtown area.	市区的交通比较拥挤。	The traffic in the urban district is quite congested.	市区的生活节奏比较快。	The pace of life in the city center is faster.
一生	他一生都在追求自己的梦想。	He has been pursuing his dreams all his life.	这是我一生中最难忘的经历。	This is the most unforgettable experience of my life.	她一生都在帮助他人。	She has been helping others throughout her life.
躲猫猫	孩子们在花园里玩躲猫猫。	The children are playing hide-and-seek in the garden.	躲猫猫是一种古老的游戏。	Hide-and-seek is an ancient game.	他们在家里玩躲猫猫。	They are playing peekaboo at home.
痛苦	他的痛苦无法言喻。	His pain is indescribable.	她的痛苦让人心疼。	Her suffering is heartbreaking.	手术后会有些痛苦。	There will be some pain after the surgery.
住院	他因为受伤住院了。	He was hospitalized because of an injury.	她的爷爷最近住院了。	Her grandfather has been in the hospital recently.	住院期间要注意休息。	You should rest during the hospitalization.
微笑	她微笑着接受了奖品。	She smiled as she accepted the prize.	他的微笑让人感到温暖。	His smile makes people feel warm.	在困难面前微笑是一种力量。	Smiling in the face of difficulty is a strength.
首次	这是我首次来到中国。	This is my first time coming to China.	她首次尝试了滑雪。	She tried skiing for the first time.	首次经历失败并不可怕。	It's not scary to experience failure for the first time.
合伙	他们合伙开了一家餐厅。	They formed a partnership to open a restaurant.	我们合伙完成了这个项目。	We worked together to complete this project.	合伙经营需要互相信任。	Partnership requires mutual trust.
屋	他们住在一栋大屋里。	They live in a big house.	这个屋子很宽敞。	This room is very spacious.	屋子里有一种温馨的氛围。	There is a warm atmosphere in the house.
住宅区	这个住宅区环境优美。	The residential area has beautiful surroundings.	他们搬到了一个新的住宅区。	They moved to a new housing development.	这个城市的住宅区越来越繁华。	The residential areas in this city are becoming more and more prosperous.
外出	今天不要外出，天气很糟。	Don't go out today, the weather is terrible.	他外出办事了，下午才能回来。	He went out for business, and will be back in the afternoon.	外出旅行是锻炼身体的好方法。	Traveling is a good way to exercise.
哈	她家养了一只哈。	She has a Pekinese at home.	他总是对着哈叫。	He always scolds.	哈的眼睛很大很圆。	The Pekinese's eyes are big and round.
好胜	他是一个很好胜的人。	He is a very competitive person.	她的好胜心让她不甘落后。	Her eagerness to win makes her unwilling to fall behind.	好胜心可以激发潜力。	A competitive spirit can stimulate potential.
