临	lin2	/to face/to overlook/to arrive/to be (just) about to/just before/
队	dui4	/squadron/team/group/CL:個|个[ge4]/
保	Bao3;bao3	/Bulgaria (abbr. for 保加利亞|保加利亚[Bao3 jia1 li4 ya4])/to defend; to protect; to keep/to guarantee; to ensure/civil administration unit in the baojia 保甲[bao3 jia3] system (old)/
测	ce4	/to survey/to measure/to conjecture/
商	shang1;Shang1	/Shang Dynasty (c. 1600-1046 BC)/surname Shang/commerce/merchant/dealer/to consult/2nd note in pentatonic scale/quotient (as in 智商[zhi4 shang1], intelligence quotient)/
班	Ban1;ban1	/surname Ban/team; class; grade/(military) squad/work shift/CL:個|个[ge4]/classifier for groups of people and scheduled transport vehicles/
雪	Xue3;xue3	/surname Xue/snow/CL:場|场[chang2]/(literary) to wipe away (a humiliation etc)/
雹	bao2	/hail/
穴	xue2	/cave/cavity/hole/acupuncture point/Taiwan pr. [xue4]/
着	zhao2;zhuo2;zhao1;zhe5	/(chess) move/trick/all right!/(dialect) to add/to touch/to come in contact with/to feel/to be affected by/to catch fire/to burn/(coll.) to fall asleep/(after a verb) hitting the mark/succeeding in/aspect particle indicating action in progress or ongoing state/to wear (clothes)/to contact/to use/to apply/
血	xue4	/blood/colloquial pr. [xie3]/CL:滴[di1],片[pian4]/
餐	can1	/meal/to eat/classifier for meals/
寝	qin3	/old variant of 寢|寝[qin3]/(bound form) to lie down to sleep or rest/(bound form) bedroom/(bound form) imperial tomb/(literary) to stop; to cease/
宵	xiao1	/night/
纹	wen2	/line/trace/mark/pattern/grain (of wood etc)/
厌	yan4	/(bound form) to loathe; to be fed up with/(literary) to satiate; to satisfy/
员	yuan2	/(bound form) person engaged in a certain field of activity/(bound form) member/
嚷	rang3	/to shout/to bellow/to make a big deal of sth/to make a fuss about sth/to argue noisily/to shout/to make widely known/to reproach/
手	shou3	/hand/(formal) to hold/person engaged in certain types of work/person skilled in certain types of work/personal(ly)/convenient/classifier for skill/CL:雙|双[shuang1],隻|只[zhi1]/
练	lian4	/to practice/to train/to drill/to perfect (one's skill)/exercise/(literary) white silk/to boil and scour raw silk/
傍	bang4	/near/approaching/to depend on/(slang) to have an intimate relationship with sb/Taiwan pr. [pang2], [bang1], [bang4]/
判	pan4	/(bound form) to differentiate; to distinguish/(bound form) clearly (different)/to judge; to decide; to grade/(of a judge) to sentence/
紫	zi3	/purple/violet/
聊	liao2	/(coll.) to chat/(literary) temporarily; for a while/(literary) somewhat; slightly/(literary) to depend upon/
斥	chi4	/to blame/to reprove/to reprimand/to expel/to oust/to reconnoiter/(of territory) to expand/saline marsh/
孔	Kong3;kong3	/surname Kong/hole/CL:個|个[ge4]/classifier for cave dwellings/
昼	zhou4	/daytime/
玫	mei2	/(fine jade)/used in 玫瑰[mei2 gui1]/
观	guan4;guan1;Guan4	/surname Guan/to look at/to watch/to observe/to behold/to advise/concept/point of view/outlook/Taoist monastery/palace gate watchtower/platform/
册	ce4	/book/booklet/classifier for books/
毁	hui3	/to destroy; to ruin/to defame; to slander/to destroy by fire/variant of 毀|毁[hui3]/to defame/to slander/
膊	bo2	/shoulder/upper arm/
猛	meng3	/ferocious/fierce/violent/brave/suddenly/abrupt/(slang) awesome/
犬	quan3	/dog/Kangxi radical 94/
沾	zhan1	/to moisten/to be infected by/to receive benefit or advantage through a contact/to touch/variant of 沾[zhan1]/to moisten/
拦	lan2	/to block sb's path/to obstruct/to flag down (a taxi)/
执	zhi2	/to execute (a plan)/to grasp/
塔	ta3	/pagoda/tower/minaret/stupa (abbr. loanword from Sanskrit tapo)/CL:座[zuo4]/old variant of 塔[ta3]/
支	Zhi1;zhi1	/surname Zhi/to support/to sustain/to erect/to raise/branch/division/to draw money/classifier for rods such as pens and guns, for army divisions and for songs or compositions/
喂	wei2;wei4	/hello (when answering the phone)/hey/to feed (an animal, baby, invalid etc)/variant of 餵|喂[wei4]/to feed/
售	shou4	/to sell/to make or carry out (a plan or intrigue etc)/
工	gong1	/work/worker/skill/profession/trade/craft/labor/
乃	nai3	/to be/thus/so/therefore/then/only/thereupon/variant of 乃[nai3]/
碾	nian3	/stone roller/roller and millstone/to grind/to crush/to husk/
禽	qin2	/generic term for birds and animals/birds/to capture (old)/
腔	qiang1	/(bound form) cavity/tune/accent (in one's speech)/(old) (classifier for carcasses of slaughtered livestock)/
承	Cheng2;cheng2	/surname Cheng/Cheng (c. 2000 BC), third of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God/to bear/to carry/to hold/to continue/to undertake/to take charge/owing to/due to/to receive/
范	fan4;Fan4	/pattern/model/example/surname Fan/
扮	ban4	/to disguise oneself as/to dress up/to play (a role)/to put on (an expression)/
式	shi4	/type/form/pattern/style/
睁	zheng1	/to open (one's eyes)/
寻	xun2	/to search/to look for/to seek/
累	lei3;lei4;Lei2;lei2	/to accumulate/to involve or implicate (Taiwan pr. [lei4])/continuous/repeated/tired/weary/to strain/to wear out/to work hard/(literary) (of fruit, achievements etc) clusters of; piles of; heaps of/(literary) gaunt; haggard; wretched/Taiwan pr. [lei3 lei3]/again and again/innumerable/repeated/riddled with/accumulated/surname Lei/rope/to bind together/to twist around/variant of 累累[lei2 lei2]/
廊	lang2	/corridor/veranda/porch/
舶	bo2	/ship/
偶	ou3	/accidental/image/pair/mate/
桥	qiao2	/bridge/CL:座[zuo4]/
迟	Chi2;chi2	/surname Chi/late/delayed/slow/late (with a task etc)/slow/
杯	bei1	/cup/trophy cup/classifier for certain containers of liquids: glass, cup/variant of 杯[bei1]/variant of 杯[bei1]/trophy cup/classifier for certain containers of liquids: glass, cup/
摧	cui1	/to break/to destroy/to devastate/to ravage/to repress/
跑	pao3;pao2	/(of an animal) to paw (the ground)/to run/to run away/to escape/to run around (on errands etc)/(of a gas or liquid) to leak or evaporate/(verb complement) away/off/
壶	hu2	/pot/classifier for bottled liquid/
次	ci4	/next in sequence/second/the second (day, time etc)/secondary/vice-/sub-/infra-/inferior quality/substandard/order/sequence/hypo- (chemistry)/classifier for enumerated events: time/
慕	mu4	/to admire/
尾	wei3;yi3	/tail/remainder/remnant/extremity/sixth of the 28 constellations/classifier for fish/horse's tail/pointed posterior section of a locust etc/
骤	zhou4	/sudden/unexpected/abrupt/suddenly/Taiwan pr. [zou4]/
狱	yu4	/prison/
埋	mai2;man2	/to bury/used in 埋怨[man2 yuan4]/
心	xin1	/heart/mind/intention/center/core/CL:顆|颗[ke1],個|个[ge4]/
思	si1	/to think/to consider/
胎	tai1	/fetus/classifier for litters (of puppies etc)/padding (in clothing or bedding)/womb carrying a fetus/(fig.) origin/source/(loanword) tire/
巢	chao2;Chao2	/surname Chao/nest/
嫖	piao2	/to visit a prostitute/
丝	si1	/silk/thread-like thing; (cuisine) shreds or julienne strips/classifier: a trace (of smoke etc), a tiny bit etc/
暴	bao4;Bao4	/surname Bao/sudden/violent/cruel/to show or expose/to injure/
汹	xiong1	/torrential rush/tumultuous/
焰	yan4	/flame/variant of 焰[yan4]/
琢	zuo2;zhuo2	/to cut (gems)/used in 琢磨[zuo2 mo5]/Taiwan pr. [zhuo2]/
性	xing4	/nature/character/property/quality/attribute/sexuality/sex/gender/suffix forming adjective from verb/suffix forming noun from adjective, corresponding to -ness or -ity/essence/CL:個|个[ge4]/
萄	tao2	/used in 葡萄[pu2 tao5]/
讨	tao3	/to invite/to provoke/to demand or ask for/to send armed forces to suppress/to denounce or condemn/to marry (a woman)/to discuss or study/
获	huo4	/(literary) to catch; to capture/(literary) to get; to obtain; to win/(bound form) to reap; to harvest/
窝	wo1	/nest/pit or hollow on the human body/lair/den/place/to harbor or shelter/to hold in check/to bend/classifier for litters and broods/
刚	gang1	/hard/firm/strong/just/barely/exactly/just recently/just a moment ago/
鸦	ya1	/crow/variant of 鴉|鸦[ya1]/
踢	ti1	/to kick/to play (e.g. soccer)/(slang) butch (in a lesbian relationship)/
杂	za2	/variant of 雜|杂[za2]/mixed/miscellaneous/various/to mix/
娘	niang2	/mother/young lady/(coll.) effeminate/queen/empress/imperial concubine/Goddess, esp. Xi Wangmu 王母娘娘 or 西王母, Queen Mother of the West/mother/aunt/variant of 娘[niang2]/
灾	zai1	/disaster; calamity/variant of 災|灾[zai1]/old variant of 災|灾[zai1]/
稠	chou2	/dense/crowded/thick/many/
并	Bing1;bing4	/and/furthermore/also/together with/(not) at all/simultaneously/to combine/to join/to merge/to combine/to amalgamate/short name for Taiyuan 太原[Tai4 yuan2]/variant of 並|并[bing4]/
晃	huang4;huang3	/variant of 晃[huang3]/to dazzle/to flash past/to sway/to shake/to wander about/
漠	mo4	/desert/unconcerned/
撒	sa3;sa1	/to let go/to cast/to let loose/to discharge/to give expression to/(coll.) to pee/to scatter/to sprinkle/to spill/
圣	ku1;sheng4	/to dig/old variant of 聖|圣[sheng4]/holy/sacred/saint/sage/
噪	zao4	/(literary) (of birds or insects) to chirp/(bound form) to make a cacophonous noise/variant of 噪[zao4]/
头	tou5;tou2	/head/hair style/the top/end/beginning or end/a stub/remnant/chief/boss/side/aspect/first/leading/classifier for pigs or livestock/CL:個|个[ge4]/suffix for nouns/head/chief/
秋	Qiu1;qiu1	/surname Qiu/autumn/fall/harvest time/old variant of 秋[qiu1]/see 鞦韆|秋千[qiu1 qian1]/
囧	jiong3	/(archaic) light, bright (variant of 冏[jiong3])/(since c. 2005) (slang) emoticon signifying embarrassment, shock, helplessness etc/
辕	yuan2	/shafts of cart/yamen/
睬	cai3	/variant of 睬[cai3]/to pay attention/to take notice of/to care for/
惕	ti4	/fearful/respectful/
洞	dong4	/cave/hole/zero (unambiguous spoken form when spelling out numbers)/CL:個|个[ge4]/
莓	mei2	/berry/strawberry/
熏	xun1	/to smoke/to fumigate/to assail the nostrils/to perfume/variant of 熏[xun1]/fragrance/warm/to educate/variant of 熏[xun1]/to smoke/to fumigate/
察	Cha2;cha2	/short name for Chahar Province 察哈爾|察哈尔[Cha2 ha1 er3]/to examine/to inquire/to observe/to inspect/to look into/obvious/clearly evident/clean/spotless/variant of 察[cha2]/
带	dai4	/band/belt/girdle/ribbon/tire/area/zone/region/CL:條|条[tiao2]/to wear/to carry/to take along/to bear (i.e. to have)/to lead/to bring/to look after/to raise/
蝴	hu2	/used in 蝴蝶[hu2 die2]/
景	jing3;Jing3	/surname Jing/(bound form) scenery/circumstance/situation/scene (of a play)/(literary) sunlight/
辟	pi4;bi4	/(literary) king; monarch/(literary) (of a sovereign) to summon to official service/(literary) to avoid (variant of 避[bi4])/(literary) to repel (variant of 避[bi4])/penal law/variant of 闢|辟[pi4]/to open (a door)/to open up (for development)/to dispel; to refute; to repudiate/(bound form) penetrating; incisive/
烁	shuo4	/bright/luminous/flickering/glittering/
灯	deng1	/lamp/light/lantern/CL:盞|盏[zhan3]/
鐵	no pinyin found	no definition found
哪	nei3;na3;ne2;na5	/how/which/(emphatic sentence-final particle, used instead of 啊[a5] after a word ending in "n")/used in 哪吒[Ne2 zha1]/Taiwan pr. [nuo2]/which? (interrogative, followed by classifier or numeral-classifier)/
稚	zhi4	/infantile/young/old variant of 稚[zhi4]/variant of 稚[zhi4]/
俱	ju4	/(literary) all; both; entirely; without exception/(literary) to be together/(literary) to be alike/
哑	ya1;ya3	/(onom.) sound of cawing/sound of infant learning to talk/variant of 呀[ya1]/mute; dumb; incapable of speech/(of a voice) hoarse; husky/(of a bullet, bomb etc) dud/
马	Ma3;ma3	/surname Ma/abbr. for Malaysia 馬來西亞|马来西亚[Ma3 lai2 xi1 ya4]/horse/CL:匹[pi3]/horse or cavalry piece in Chinese chess/knight in Western chess/
疗	liao2	/to treat/to cure/therapy/
俗	su2	/custom/convention/popular/common/coarse/vulgar/secular/
种	zhong4;zhong3	/seed/species/kind/type/classifier for types, kinds, sorts/to plant/to grow/to cultivate/all kinds of/
胁	xie2	/flank (the side of one's torso)/to coerce/to threaten/variant of 脅|胁[xie2]/
节	jie1;jie2	/see 節骨眼|节骨眼[jie1 gu5 yan3]/joint; node/(bound form) section; segment/solar term (one of the 24 divisions of the year in the traditional Chinese calendar)/seasonal festival/(bound form) to economize; to save/(bound form) moral integrity; chastity/classifier for segments: lessons, train wagons, biblical verses etc/knot (nautical miles per hour)/step by step/little by little/
洛	Luo4;luo4	/surname Luo/old name of several rivers (in Henan, Shaanxi, Sichuan and Anhui)/used in transliteration/
播	bo1	/to sow/to scatter/to spread/to broadcast/Taiwan pr. [bo4]/
帖	tie4;tie3;tie1	/fitting snugly/appropriate/suitable/variant of 貼|贴[tie1]/to paste/to obey/invitation card/notice/rubbing from incised inscription/
曝	pu4	/to air/to sun/
吞	tun1	/to swallow/to take/
显	xian3	/to make visible/to reveal/prominent/conspicuous/(prefix) phanero-/
寡	gua3	/few/scant/widowed/
肪	fang2	/animal fat/
免	mian3;wen4	/to excuse sb/to exempt/to remove or dismiss from office/to avoid/to avert/to escape/to be prohibited/old variant of 絻[wen4]/
誉	yu4	/to praise/to acclaim/reputation/
核	he2	/pit/stone/nucleus/nuclear/to examine/to check/to verify/variant of 核[he2]/to investigate/
烫	tang4	/to scald/to burn (by scalding)/to blanch (cooking)/to heat (sth) up in hot water/to perm/to iron/scalding hot/
胆	dan3	/gall bladder/courage/guts/gall/inner container (e.g. bladder of a football, inner container of a thermos)/
门	Men2;men2	/surname Men/gate/door/CL:扇[shan4]/gateway/doorway/CL:個|个[ge4]/opening/valve/switch/way to do something/knack/family/house/(religious) sect/school (of thought)/class/category/phylum or division (taxonomy)/classifier for large guns/classifier for lessons, subjects, branches of technology/(suffix) -gate (i.e. scandal; derived from Watergate)/
求	qiu2	/to seek/to look for/to request/to demand/to beseech/
杰	jie2	/(bound form) hero/heroic/outstanding person/prominent/distinguished/variant of 傑|杰[jie2]/
离	li2;Li2;chi1	/mythical beast (archaic)/surname Li/to leave/to part from/to be away from/(in giving distances) from/without (sth)/independent of/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing fire/☲/
令	ling4;ling3;ling2	/used in 脊令[ji2 ling2]/used in 令狐[Ling2 hu2] (Taiwan pr. [ling4])/classifier for a ream of paper/to order/to command/an order/warrant/writ/to cause/to make sth happen/virtuous/honorific title/season/government position (old)/type of short song or poem/
撸	lu1	/(dialect) to rub one's hand along/to fire (an employee)/to reprimand/
技	ji4	/skill/
培	pei2	/to bank up with earth/to cultivate (lit. or fig.)/to train (people)/
排	pai2	/a row/a line/to set in order/to arrange/to line up/to eliminate/to drain/to push open/platoon/raft/classifier for lines, rows etc/
璃	li2	/(phonetic character used in transliteration of foreign names)/Taiwan pr. [li4]/variant of 璃[li2]/colored glaze/glass/variant of 璃[li2]/
屿	yu3	/islet/
艇	ting3	/vessel/small ship/
辫	bian4	/a braid or queue/to plait/
铺	pu4;pu1	/variant of 鋪|铺[pu4]/store/to spread/to display/to set up/(old) holder for door-knocker/plank bed/place to sleep/shop/store/(old) relay station/
缺	que1	/deficiency/lack/scarce/vacant post/to run short of/
茄	jia1;qie2	/phonetic character used in loanwords for the sound "jia", although 夾|夹[jia2] is more common/eggplant/
税	shui4	/taxes/duties/
譬	pi4	/to give an example/
隘	ai4	/pass/defile/narrow/confined/in distress/
枝	zhi1	/branch/classifier for sticks, rods, pencils etc/
接	jie1	/to receive/to answer (the phone)/to meet or welcome sb/to connect/to catch/to join/to extend/to take one's turn on duty/to take over for sb/
瑰	gui1	/(semiprecious stone)/extraordinary/old variant of 瑰[gui1]/
粒	li4	/grain/granule/classifier for small round things (peas, bullets, peanuts, pills, grains etc)/
揭	jie1;Jie1	/surname Jie/to take the lid off/to expose/to unmask/
疯	feng1	/insane/mad/wild/
旁	pang2	/one side/other/different/lateral component of a Chinese character (such as 刂[dao1], 亻[ren2] etc)/
措	cuo4	/to handle/to manage/to put in order/to arrange/to administer/to execute/to take action on/to plan/
彰	zhang1	/clear/conspicuous/manifest/obvious/manifest/clearly visible/
咽	ye4;yan1;yan4	/throat; pharynx/narrow pass/variant of 嚥|咽[yan4]/to choke (in crying)/to swallow/
控	kong4	/to control/to accuse/to charge/to sue/to invert a container to empty it/(suffix) (slang) buff/enthusiast/devotee/-phile or -philia/
紊	wen3	/involved/tangled/disorderly/confused/chaotic/Taiwan pr. [wen4]/
溶	rong2	/to dissolve/soluble/
奈	nai4	/used in expressions that convey frustration and futility, such as 無奈|无奈[wu2 nai4] and 莫可奈何|莫可奈何[mo4 ke3 nai4 he2] (literary)/used for its phonetic value in writing foreign words/
督	du1	/(bound form) to supervise/
防	fang2	/to protect/to defend/to guard against/to prevent/
耀	yao4	/brilliant/glorious/
殃	yang1	/calamity/
摔	shuai1	/to throw down/to fall/to drop and break/
拱	gong3	/to cup one's hands in salute/to surround/to arch/to dig earth with the snout/arched/
哺	bu3;bu1	/to feed/to eat/evening meal/
跨	kua4	/to step across/to stride over/to straddle/to span/
饭	fan4	/cooked rice/CL:碗[wan3]/meal/CL:頓|顿[dun4]/(loanword) fan/devotee/
嗦	suo1	/suck/
痕	hen2	/scar/traces/
书	Shu1;shu1	/abbr. for 書經|书经[Shu1 jing1]/book/letter/document/CL:本[ben3],冊|册[ce4],部[bu4]/to write/
驳	bo2	/variegated/heterogeneous/to refute/to contradict/to ship by barge/a barge/a lighter (ship)/variant of 駁|驳[bo2]/
界	jie4	/(bound form) boundary; border/(bound form) realm/
则	ze2	/(literary) (conjunction used to express contrast with a previous clause) but; then/(bound form) standard; norm/(bound form) principle/(literary) to imitate; to follow/classifier for written items/
爽	shuang3	/bright/clear/crisp/open/frank/straightforward/to feel well/fine/pleasurable/invigorating/to deviate/
礼	Li3;li3	/surname Li/abbr. for 禮記|礼记[Li3 ji4], Classic of Rites/gift/rite/ceremony/CL:份[fen4]/propriety/etiquette/courtesy/
呢	ne5;ni2	/particle indicating that a previously asked question is to be applied to the preceding word ("What about ...?", "And ...?")/particle for inquiring about location ("Where is ...?")/particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board ("ok?", "are you with me?")/(at the end of a declarative sentence) particle indicating continuation of a state or action/particle indicating strong affirmation/woolen material/garrulous/talkative/
肩	jian1	/shoulder/to shoulder (responsibilities etc)/
拒	ju4	/to resist/to repel/to refuse/
膨	peng2	/swollen/
啊	a2;a4;a1;a5;a3	/interjection of surprise/Ah!/Oh!/interjection expressing doubt or requiring answer/Eh?/what?/interjection of surprise or doubt/Eh?/My!/what's up?/interjection or grunt of agreement/uhm/Ah, OK/expression of recognition/Oh, it's you!/modal particle ending sentence, showing affirmation, approval, or consent/
贵	gui4	/expensive/(bound form) highly valued; precious/(bound form) noble; of high rank/(prefix) (honorific) your/
衣	yi1;yi4	/clothes/CL:件[jian4]/Kangxi radical 145/to dress/to wear/to put on (clothes)/
椒	jiao1	/pepper/
肺	fei4	/lung/CL:個|个[ge4]/
宏	hong2	/great/magnificent/macro (computing)/macro-/
谋	mou2	/to plan/to seek/scheme/
眠	mian2	/to sleep/to hibernate/
听	yin3;ting1	/smile (archaic)/to listen to; to hear/to heed; to obey/a can (loanword from English "tin")/classifier for canned beverages/to let be; to allow (Taiwan pr. [ting4])/(literary) to administer; to deal with (Taiwan pr. [ting4])/
偏	pian1	/to lean/to slant/oblique/prejudiced/to deviate from average/to stray from the intended line/stubbornly/contrary to expectations/(indicating that sth turns out just the opposite of what one would wish) unfortunately; as it happened/(indicating that sth is the opposite of what would be normal or reasonable) stubbornly; contrarily; against reason/(indicating that sb or a group is singled out) precisely; only; of all people/
澈	che4	/clear (water)/thorough/
乘	sheng4;Cheng2;cheng2	/surname Cheng/to ride/to mount/to make use of/to avail oneself of/to take advantage of/to multiply (math.)/Buddhist sect or creed/(archaic) four horse military chariot/(archaic) four/generic term for history books/old variant of 乘[cheng2]/
敲	qiao1	/to hit/to strike/to tap/to rap/to knock/to rip sb off/to overcharge/
畅	chang4	/free/unimpeded/smooth/at ease/free from worry/fluent/
混	hun4;hun2	/muddy; turbid (variant of 渾|浑[hun2])/brainless; foolish (variant of 渾|浑[hun2])/Taiwan pr. [hun4]/to mix/to mingle/muddled/to drift along/to muddle along/to pass for/to get along with sb/thoughtless/reckless/
霑	no pinyin found	no definition found
何	He2;he2	/surname He/what/how/why/which/carry/
电	dian4	/lightning/electricity/electric (bound form)/to get (or give) an electric shock/phone call or telegram etc/to send via telephone or telegram etc/
间	jian1;jian4	/between/among/within a definite time or space/room/section of a room or lateral space between two pairs of pillars/classifier for rooms/gap/to separate/to thin out (seedlings)/to sow discontent/
裙	qun2	/old variant of 裙[qun2]/skirt/CL:條|条[tiao2]/old variant of 裙[qun2]/
孙	sun1;Sun1	/surname Sun/grandson/descendant/
肌	ji1	/(bound form) flesh; muscle/
附	fu4	/variant of 附[fu4]/to add; to attach/to be close to; to be attached/
别	bie2;bie4;Bie2	/surname Bie/to leave; to part (from)/(literary) to differentiate; to distinguish/(bound form) other; another; different/don't ...!/to fasten with a pin or clip/to stick in; to insert (in order to hinder movement)/(noun suffix) category (e.g. 性別|性别[xing4 bie2], 派別|派别[pai4 bie2])/to make sb change their ways, opinions etc/
鼻	bi2	/nose/
毛	Mao2;mao2	/surname Mao/hair/feather/down/wool/mildew/mold/coarse or semifinished/young/raw/careless/unthinking/nervous/scared/(of currency) to devalue or depreciate/classifier for Chinese fractional monetary unit ( = 角[jiao3] , = one-tenth of a yuan or 10 fen 分[fen1])/(pet name for a baby or small child)/
妇	fu4	/woman/old variant of 婦|妇[fu4]/
姥	lao3;mu3	/grandma (maternal)/governess/old woman/(coll.) mother's mother/maternal grandmother/
汉	han4;Han4	/Han ethnic group/Chinese (language)/the Han dynasty (206 BC-220 AD)/man/
灶	zao4	/kitchen stove/kitchen; mess; canteen/variant of 灶[zao4]/
赌	du3	/to bet; to gamble/
蹒	pan2	/used in 蹣跚|蹒跚[pan2 shan1]/Taiwan pr. [man2]/
歪	wai3;wai1	/askew/at a crooked angle/devious/noxious/(coll.) to lie on one's side/to sprain (one's ankle) (Tw)/
耕	geng1	/variant of 耕[geng1]/to plow/to till/
善	shan4	/good (virtuous)/benevolent/well-disposed/good at sth/to improve or perfect/
步	bu4;Bu4	/surname Bu/a step/a pace/walk/march/stages in a process/situation/step by step/at every step/
今	jin1	/now/the present time/current/contemporary/this (day, year etc)/
脏	zang1;zang4	/viscera/(anatomy) organ/dirty/filthy/to get (sth) dirty/dirty/
捉	zhuo1	/to clutch/to grab/to capture/
碳	tan4	/carbon (chemistry)/
疼	teng2	/(it) hurts; sore/to love dearly/
酬	chou2	/old variant of 酬[chou2]/variant of 酬[chou2]/to entertain/to repay/to return/to reward/to compensate/to reply/to answer/variant of 酬[chou2]/
唠	lao2;lao4	/to chatter/to gossip/to chat (dialect)/
煎	jian1	/to pan fry/to sauté/
菜	cai4	/vegetable; greens (CL:棵[ke1])/dish (of food) (CL:樣|样[yang4],道[dao4],盤|盘[pan2])/(of one's skills etc) weak; poor/(coll.) (one's) type/
砂	sha1	/sand/gravel/granule/variant of 沙[sha1]/
瓦	wa3	/roof tile/abbr. for 瓦特[wa3 te4]/
衷	zhong1	/inner feelings/
会	hui4;kuai4	/can; to have the skill; to know how to/to be likely to; to be sure to/to meet; to get together/meeting; gathering/(suffix) union; group; association/(bound form) a moment (Taiwan pr. [hui3])/to balance an account/accounting/accountant/
挣	zheng4;zheng1	/used in 掙扎|挣扎[zheng1 zha2]/to struggle to get free/to strive to acquire/to make (money)/
从	Cong2;cong2	/variant of 從|从[cong2]/surname Cong/from; through; via/(bound form) to follow/(bound form) to obey/(bound form) to engage in (an activity)/(used before a negative) ever/(bound form) (Taiwan pr. [zong4]) retainer; attendant/(bound form) (Taiwan pr. [zong4]) assistant; auxiliary; subordinate/(bound form) (Taiwan pr. [zong4]) related by common paternal grandfather or earlier ancestor/
通	tong1;tong4	/to go through/to know well/(suffix) expert/to connect/to communicate/open/to clear/classifier for letters, telegrams, phone calls etc/classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)/all/entire/complete/
目	mu4	/eye/(literary) to look; to regard/eye (of a net); mesh/mesh size; grit size (abbr. for 目數|目数[mu4 shu4])/item; section/list; catalogue/(taxonomy) order/name; title/
您	nin2	/you (courteous, as opposed to informal 你[ni3])/
狼	lang2	/wolf/CL:匹[pi3],隻|只[zhi1],條|条[tiao2]/
律	lu:4;Lu:4	/surname Lü/law/
斧	fu3	/hatchet/
尬	ga4	/embarrassing; awkward/
懂	dong3	/to understand/to comprehend/
肉	rou4	/meat/flesh/pulp (of a fruit)/(coll.) (of a fruit) squashy/(of a person) flabby/irresolute/Kangxi radical 130/
捡	jian3	/to pick up; to collect; to gather/
弥	mi2	/full/to fill/completely/more/brimming or overflowing/
纬	wei3	/latitude/woof (horizontal thread in weaving)/weft/
橡	xiang4	/oak/Quercus serrata/
它	ta1	/it/
购	gou4	/to buy/to purchase/
啤	pi2	/beer/
扛	gang1;kang2	/to raise aloft with both hands/(of two or more people) to carry sth together/to carry on one's shoulder/(fig.) to take on (a burden, duty etc)/old variant of 扛[gang1]/
佳	jia1;Jia1	/surname Jia/beautiful/fine/good/
歐	no pinyin found	no definition found
跃	yue4	/to jump/to leap/
涨	zhang3;zhang4	/to rise (of prices, rivers)/to swell/to distend/
柬	jian3;Jian3	/abbr. for 柬埔寨[Jian3 pu3 zhai4], Cambodia/card/note/letter/old variant of 揀|拣[jian3]/
打	da2;da3	/dozen (loanword)/to beat/to strike/to hit/to break/to type/to mix up/to build/to fight/to fetch/to make/to tie up/to issue/to shoot/to calculate/to play (a game)/since/from/
荣	rong2;Rong2	/surname Rong/glory/honor/thriving/
赚	zuan4;zhuan4	/to earn/to make a profit/to cheat/to swindle/
戾	li4	/to bend/to violate/to go against/ruthless and tyrannical/
撤	che4	/to remove; to take away/
徒	tu2;Tu2	/surname Tu/disciple; apprentice; believer/on foot/bare; empty/to no avail/only/prison sentence/
挤	ji3	/to crowd in/to cram in/to force others aside/to press/to squeeze/to find (time in one's busy schedule)/
荤	hun1	/strong-smelling vegetable (garlic etc)/non-vegetarian food (meat, fish etc)/vulgar/obscene/
注	zhu4	/to inject/to pour into/to concentrate/to pay attention/stake (gambling)/classifier for sums of money/variant of 註|注[zhu4]/to register/to annotate/note/comment/
萎	wei3	/to wither/to drop/to decline/spiritless/Taiwan pr. [wei1]/
榨	zha4	/variant of 榨[zha4]/to press/to extract (juice)/to press/to extract (juice)/device for extracting juice, oils etc/
扁	bian3;Pian1;pian1	/surname Pian/flat/(coll.) to beat (sb) up/old variant of 匾[bian3]/small boat/
仅	jin3	/barely/only/merely/barely/only/merely/only (this and nothing more)/
旨	zhi3	/imperial decree/purport/aim/purpose/
苏	su1;Su1	/used in 嚕囌|噜苏[lu1 su1]/variant of 蘇|苏[su1]/to revive/surname Su/abbr. for Soviet Union 蘇維埃|苏维埃 or 蘇聯|苏联/abbr. for Jiangsu province 江蘇|江苏/abbr. for Suzhou city 蘇州|苏州/Perilla frutescens (Chinese basil or wild red basil)/place name/to revive/used as phonetic in transliteration/old variant of 蘇|苏[su1]/
铅	qian1	/old variant of 鉛|铅[qian1]/lead (chemistry)/
握	wo4	/to hold; to grasp/to clench (one's fist)/(bound form) to have in one's control/classifier: a handful/
牲	sheng1	/domestic animal/sacrificial animal/
裕	yu4	/abundant/
朵	duo3	/flower/earlobe/fig. item on both sides/classifier for flowers, clouds etc/variant of 朵[duo3]/
咖	ga1;ka1	/used in 咖喱[ga1 li2]/coffee/class/grade/
嗨	hai1	/oh alas/hey!/hi! (loanword)/a high (natural or drug-induced) (loanword)/
骚	sao1	/(bound form) to disturb; to disrupt/flirty; coquettish/abbr. for 離騷|离骚[Li2 Sao1]/(literary) literary writings; poetry/foul-smelling (variant of 臊[sao1])/(dialect) (of certain domestic animals) male/
针	zhen1	/needle/pin/injection/stitch/CL:根[gen1],支[zhi1]/variant of 針|针[zhen1], needle/
